id,room_type,minimum_nights,census_tract,census_NBH,amenities,price
52615817,Entire home/apt,3,701.04,Downtown,"[""Wifi"", ""HDTV with Chromecast"", ""Kitchen"", ""Dishwasher"", ""Pets allowed"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Dryer \u2013 In building"", ""Hair dryer"", ""Elevator"", ""Washer \u2013\u00a0In building"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Heating"", ""Fire extinguisher""]",505.0
52630071,Entire home/apt,32,1008,Dorchester,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Paid parking on premises"", ""Iron"", ""Coffee maker"", ""Dryer \u2013 In building"", ""Hair dryer"", ""Elevator"", ""Lockbox"", ""TV"", ""Bathtub"", ""Washer \u2013\u00a0In building"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Private entrance"", ""Gym"", ""Essentials"", ""Hot water"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",168.0
52631635,Private room,2,6.03,Brighton,"[""Wifi"", ""City skyline view"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Lock on bedroom door"", ""First aid kit"", ""Outdoor dining area"", ""Refrigerator"", ""Coffee maker: pour-over coffee"", ""Paid parking on premises"", ""Toaster"", ""Iron"", ""Induction stove"", ""Outdoor furniture"", ""Hair dryer"", ""Bikes"", ""Elevator"", ""BBQ grill"", ""Cleaning products"", ""Shared pool"", ""Lockbox"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dryer \u2013\u00a0In unit"", ""Pool table"", ""Smoke alarm"", ""Mini fridge"", ""Private entrance"", ""Microwave"", ""Dedicated workspace"", ""HDTV"", ""Washer \u2013\u00a0In unit"", ""Coffee"", ""Ping pong table"", ""Gym"", ""Ethernet connection"", ""Essentials"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat"", ""Shared outdoor kitchen"", ""Paid parking off premises"", ""Fire pit"", ""Dishes and silverware"", ""Indoor fireplace"", ""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Private living room"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",119.0
52636956,Private room,31,907,Dorchester,"[""Wifi"", ""Public or shared beach access"", ""Window AC unit"", ""Paid dryer \u2013 In building"", ""Toaster"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Shower gel"", ""Central heating"", ""Cleaning products"", ""Body soap"", ""Rice maker"", ""TV"", ""Hot water kettle"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Mini fridge"", ""Hot water"", ""Clothing storage: dresser and wardrobe"", ""Dishes and silverware"", ""Hangers"", ""Long term stays allowed"", ""Microwave""]",89.0
52637370,Entire home/apt,3,305,North End,"[""Wifi"", ""Kitchen"", ""Waterfront"", ""Dishwasher"", ""Barbecue utensils"", ""Outlet covers"", ""Outdoor dining area"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""Shared hot tub"", ""Central heating"", ""BBQ grill"", ""Cleaning products"", ""Freezer"", ""Lockbox"", ""Bathtub"", ""Laundromat nearby"", ""Air conditioning"", ""Conditioner"", ""Stainless steel gas stove"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Stainless steel oven"", ""TV with Amazon Prime Video, Chromecast, Disney+, Netflix"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",358.0
52653198,Private room,5,1304.02,West Roxbury,"[""Wifi"", ""Window AC unit"", ""Free street parking"", ""Lock on bedroom door"", ""First aid kit"", ""Iron"", ""Room-darkening shades"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker"", ""Shared patio or balcony"", ""Hair dryer"", ""Dove body soap"", ""Central heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Hot water kettle"", ""Shampoo"", ""Bed linens"", ""Garden view"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Dining table"", ""Pantene conditioner"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Ethernet connection"", ""Essentials"", ""Mosquito net"", ""Hot water"", ""48\"" HDTV with standard cable, HBO Max, Roku, Netflix, Hulu"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Private backyard \u2013 Not fully fenced"", ""Private living room"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",98.0
52672205,Entire home/apt,3,915,Dorchester,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Long term stays allowed"", ""Dishwasher"", ""55\"" TV with premium cable"", ""Paid parking lot on premises \u2013 1 space"", ""Free street parking"", ""Single level home"", ""Outlet covers"", ""First aid kit"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Ceiling fan"", ""Iron"", ""Room-darkening shades"", ""Hair dryer"", ""Shower gel"", ""Patio or balcony"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Hot water kettle"", ""Conditioner"", ""Stainless steel gas stove"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Board games"", ""Coffee"", ""Essentials"", ""Hot water"", ""Central air conditioning"", ""Dishes and silverware"", ""Babysitter recommendations"", ""Coffee maker: Keurig coffee machine"", ""Hangers"", ""Self check-in"", ""Clothing storage"", ""Heating"", ""Fire extinguisher""]",186.0
52680602,Entire home/apt,32,6.03,Brighton,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Pool"", ""Refrigerator"", ""Pets allowed"", ""Paid parking on premises"", ""Iron"", ""Coffee maker"", ""Hair dryer"", ""Elevator"", ""BBQ grill"", ""Patio or balcony"", ""Lockbox"", ""TV"", ""Bathtub"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""Smoke alarm"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Gym"", ""Essentials"", ""Hot water"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",196.0
52680751,Entire home/apt,32,304,North End,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Pets allowed"", ""Coffee maker"", ""Iron"", ""Hair dryer"", ""Lockbox"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""Smoke alarm"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Essentials"", ""Hot water"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",190.0
52681618,Entire home/apt,32,304,North End,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Pets allowed"", ""Coffee maker"", ""Iron"", ""Hair dryer"", ""Lockbox"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""Smoke alarm"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Essentials"", ""Hot water"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",186.0
52682307,Entire home/apt,32,304,North End,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Pets allowed"", ""Coffee maker"", ""Iron"", ""Hair dryer"", ""Lockbox"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""Smoke alarm"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Essentials"", ""Hot water"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",179.0
52700883,Private room,1,4.01,Brighton,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Radiant heating"", ""Refrigerator"", ""Ceiling fan"", ""Iron"", ""Room-darkening shades"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Shower gel"", ""Freshscent body soap"", ""Cleaning products"", ""Freezer"", ""Extra pillows and blankets"", ""TV"", ""Bathtub"", ""Freshscent shampoo"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Gas stove"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",120.0
52740721,Entire home/apt,2,817,Roxbury,"[""Wifi"", ""Kitchen"", ""Coffee maker: french press, Keurig coffee machine"", ""Dishwasher"", ""Free street parking"", ""Bidet"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Outdoor furniture"", ""Washer"", ""Shared patio or balcony"", ""Clothing storage: walk-in closet"", ""Central heating"", ""Cleaning products"", ""Freezer"", ""TV"", ""Hot water kettle"", ""Air conditioning"", ""Stainless steel gas stove"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Indoor fireplace: electric"", ""Microwave"", ""Smart lock"", ""Coffee"", ""Essentials"", ""Free dryer"", ""Hot water"", ""Fire pit"", ""Dishes and silverware"", ""Sound system"", ""Hangers"", ""Self check-in"", ""Fire extinguisher""]",116.0
52747167,Entire home/apt,32,605.01,South Boston,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Pets allowed"", ""Iron"", ""Coffee maker"", ""Dryer \u2013 In building"", ""Hair dryer"", ""Lockbox"", ""TV"", ""Bathtub"", ""Washer \u2013\u00a0In building"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Private entrance"", ""Essentials"", ""Hot water"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",164.0
52769148,Private room,1,4.01,Brighton,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Radiant heating"", ""Lock on bedroom door"", ""Refrigerator"", ""Ceiling fan"", ""Iron"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Rice maker"", ""TV"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",120.0
52777068,Private room,1,4.01,Brighton,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Radiant heating"", ""Lock on bedroom door"", ""Refrigerator"", ""Ceiling fan"", ""Iron"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Rice maker"", ""TV"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Gas stove"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",120.0
52779830,Private room,1,4.01,Brighton,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Radiant heating"", ""Lock on bedroom door"", ""Refrigerator"", ""Ceiling fan"", ""Iron"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Rice maker"", ""TV"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Stainless steel gas stove"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Safe"", ""Security cameras on property"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Mosquito net"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",120.0
52782975,Private room,91,1206,Jamaica Plain,"[""Wifi"", ""Carbon monoxide alarm"", ""Washer"", ""Fire pit"", ""Kitchen"", ""Smoke alarm"", ""Patio or balcony"", ""Radiant heating"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Coffee maker"", ""First aid kit"", ""Outdoor dining area"", ""TV"", ""Refrigerator"", ""Pets allowed"", ""Fire extinguisher"", ""Free dryer""]",56.0
52813403,Entire home/apt,1,703.02,South End,"[""Wifi"", ""AC - split type ductless system"", ""Stove"", ""City skyline view"", ""Kitchen"", ""Refrigerator"", ""Pets allowed"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Patio or balcony"", ""Cleaning products"", ""Body soap"", ""Luggage dropoff allowed"", ""TV"", ""Bathtub"", ""Hot water kettle"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Private entrance"", ""Microwave"", ""Dedicated workspace"", ""Smart lock"", ""Coffee"", ""Crib - always at the listing"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",196.0
52835308,Private room,1,5.06,Brighton,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Radiant heating"", ""Lock on bedroom door"", ""Refrigerator"", ""Ceiling fan"", ""Iron"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Cleaning products"", ""Body soap"", ""Extra pillows and blankets"", ""TV"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Smoke alarm"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",120.0
52835378,Entire home/apt,2,809,Mission Hill,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Washer"", ""Coffee maker: drip coffee maker"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Freezer"", ""TV"", ""Bathtub"", ""Hot water kettle"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",101.0
52835695,Entire home/apt,2,810.01,Longwood,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Washer"", ""Coffee maker: drip coffee maker"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Freezer"", ""TV"", ""Bathtub"", ""Hot water kettle"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",101.0
52835965,Entire home/apt,2,810.01,Mission Hill,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Paid dryer \u2013 In building"", ""First aid kit"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Washer"", ""Coffee maker: drip coffee maker"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""TV"", ""Bathtub"", ""Hot water kettle"", ""Air conditioning"", ""Clothing storage: closet and dresser"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Dining table"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",89.0
52841676,Private room,1,4.01,Brighton,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Radiant heating"", ""Lock on bedroom door"", ""First aid kit"", ""Refrigerator"", ""Ceiling fan"", ""Iron"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Stainless steel stove"", ""Extra pillows and blankets"", ""Rice maker"", ""TV"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",120.0
52842002,Private room,1,5.06,Brighton,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Radiant heating"", ""Lock on bedroom door"", ""First aid kit"", ""Refrigerator"", ""Ceiling fan"", ""Iron"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Rice maker"", ""TV"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Stainless steel gas stove"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",120.0
